origin,destination,airline_code,airline_name,flight_number,travel_date,departure_time,arrival_time,booking_window_days,collection_date,collection_mode,source_name,source_url,raw_displayed_price_text,raw_total_fare,base_fare,udf_fee,asf_fee,gst_tax,yq_surcharge,convenience_fee,comparable_fare,cabin_class,fare_family
DEL,CCU,6E,IndiGo,6E948,2026-03-01,14:45:00,17:17:00,45,2026-01-15,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-CCU/6E/2026-03-01,"INR 4,579.97",4579.97,3873.85,250,30.0,193.69,232.43,0.0,4579.97,ECONOMY,Saver
DEL,CCU,AI,AirIndia,AI406,2026-03-01,13:00:00,15:17:00,1,2026-02-28,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-CCU/AI/2026-03-01,"INR 9,757.12",9757.12,8537.94,250,30.0,426.9,512.28,0.0,9757.12,ECONOMY,Saver
DEL,CCU,AI,AirIndia,AI212,2026-03-01,11:50:00,13:59:00,7,2026-02-22,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-CCU/AI/2026-03-01,"INR 7,881.24",7881.24,6847.96,250,30.0,342.4,410.88,0.0,7881.24,ECONOMY,Saver
DEL,CCU,AI,AirIndia,AI842,2026-03-01,20:55:00,22:28:00,15,2026-02-14,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-CCU/AI/2026-03-01,"INR 7,395.74",7395.74,6410.58,250,30.0,320.53,384.63,0.0,7395.74,ECONOMY,Saver
DEL,CCU,AI,AirIndia,AI371,2026-03-01,17:50:00,20:33:00,30,2026-01-30,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-CCU/AI/2026-03-01,"INR 6,350.72",6350.72,5469.11,250,30.0,273.46,328.15,0.0,6350.72,ECONOMY,Saver
DEL,CCU,AI,AirIndia,AI152,2026-03-01,16:40:00,18:31:00,45,2026-01-15,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-CCU/AI/2026-03-01,"INR 5,347.71",5347.71,4565.5,250,30.0,228.28,273.93,0.0,5347.71,ECONOMY,Saver
DEL,HYD,6E,IndiGo,6E838,2026-03-01,16:30:00,18:18:00,1,2026-02-28,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-HYD/6E/2026-03-01,"INR 6,898.96",6898.96,5963.03,250,30.0,298.15,357.78,0.0,6898.96,ECONOMY,Saver
DEL,HYD,6E,IndiGo,6E348,2026-03-01,05:50:00,08:49:00,7,2026-02-22,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-HYD/6E/2026-03-01,"INR 6,185.67",6185.67,5320.42,250,30.0,266.02,319.23,0.0,6185.67,ECONOMY,Saver
DEL,HYD,6E,IndiGo,6E119,2026-03-01,13:25:00,15:48:00,15,2026-02-14,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-HYD/6E/2026-03-01,"INR 4,859.16",4859.16,4125.37,250,30.0,206.27,247.52,0.0,4859.16,ECONOMY,Saver
DEL,HYD,6E,IndiGo,6E807,2026-03-01,08:30:00,11:04:00,30,2026-01-30,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-HYD/6E/2026-03-01,"INR 4,338.21",4338.21,3656.05,250,30.0,182.8,219.36,0.0,4338.21,ECONOMY,Saver
DEL,HYD,6E,IndiGo,6E582,2026-03-01,20:00:00,23:00:00,45,2026-01-15,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-HYD/6E/2026-03-01,"INR 4,257.12",4257.12,3582.99,250,30.0,179.15,214.98,0.0,4257.12,ECONOMY,Saver
DEL,HYD,AI,AirIndia,AI312,2026-03-01,14:25:00,17:19:00,1,2026-02-28,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-HYD/AI/2026-03-01,"INR 7,733.91",7733.91,6715.24,250,30.0,335.76,402.91,0.0,7733.91,ECONOMY,Saver
DEL,HYD,AI,AirIndia,AI485,2026-03-01,10:10:00,12:38:00,7,2026-02-22,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-HYD/AI/2026-03-01,"INR 6,996.60",6996.6,6050.99,250,30.0,302.55,363.06,0.0,6996.6,ECONOMY,Saver
DEL,HYD,AI,AirIndia,AI450,2026-03-01,14:25:00,17:21:00,15,2026-02-14,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-HYD/AI/2026-03-01,"INR 6,527.26",6527.26,5628.16,250,30.0,281.41,337.69,0.0,6527.26,ECONOMY,Saver
DEL,HYD,AI,AirIndia,AI838,2026-03-01,17:55:00,20:53:00,30,2026-01-30,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-HYD/AI/2026-03-01,"INR 5,661.95",5661.95,4848.6,250,30.0,242.43,290.92,0.0,5661.95,ECONOMY,Saver
DEL,HYD,AI,AirIndia,AI595,2026-03-01,08:15:00,10:20:00,45,2026-01-15,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-HYD/AI/2026-03-01,"INR 4,679.08",4679.08,3963.13,250,30.0,198.16,237.79,0.0,4679.08,ECONOMY,Saver
BOM,MAA,6E,IndiGo,6E330,2026-03-01,09:20:00,12:20:00,1,2026-02-28,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-MAA/6E/2026-03-01,"INR 5,114.77",5114.77,4360.15,245,30.0,218.01,261.61,0.0,5114.77,ECONOMY,Saver
BOM,MAA,6E,IndiGo,6E821,2026-03-01,13:25:00,15:56:00,7,2026-02-22,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-MAA/6E/2026-03-01,"INR 4,168.49",4168.49,3507.65,245,30.0,175.38,210.46,0.0,4168.49,ECONOMY,Saver
BOM,MAA,6E,IndiGo,6E914,2026-03-01,18:20:00,20:26:00,15,2026-02-14,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-MAA/6E/2026-03-01,"INR 3,741.08",3741.08,3122.59,245,30.0,156.13,187.36,0.0,3741.08,ECONOMY,Saver
BOM,MAA,6E,IndiGo,6E792,2026-03-01,14:30:00,16:50:00,30,2026-01-30,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-MAA/6E/2026-03-01,"INR 3,211.65",3211.65,2645.63,245,30.0,132.28,158.74,0.0,3211.65,ECONOMY,Saver
BOM,MAA,6E,IndiGo,6E891,2026-03-01,19:10:00,21:17:00,45,2026-01-15,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-MAA/6E/2026-03-01,"INR 3,186.70",3186.7,2623.15,245,30.0,131.16,157.39,0.0,3186.7,ECONOMY,Saver
BOM,MAA,AI,AirIndia,AI831,2026-03-01,06:25:00,08:51:00,1,2026-02-28,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-MAA/AI/2026-03-01,"INR 5,607.63",5607.63,4804.17,245,30.0,240.21,288.25,0.0,5607.63,ECONOMY,Saver
BOM,MAA,AI,AirIndia,AI865,2026-03-01,13:15:00,15:10:00,7,2026-02-22,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-MAA/AI/2026-03-01,"INR 5,299.08",5299.08,4526.2,245,30.0,226.31,271.57,0.0,5299.08,ECONOMY,Saver
BOM,MAA,AI,AirIndia,AI377,2026-03-01,14:20:00,16:07:00,15,2026-02-14,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-MAA/AI/2026-03-01,"INR 4,761.05",4761.05,4041.49,245,30.0,202.07,242.49,0.0,4761.05,ECONOMY,Saver
BOM,MAA,AI,AirIndia,AI858,2026-03-01,16:15:00,18:16:00,30,2026-01-30,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-MAA/AI/2026-03-01,"INR 3,791.40",3791.4,3167.92,245,30.0,158.4,190.08,0.0,3791.4,ECONOMY,Saver
BOM,MAA,AI,AirIndia,AI643,2026-03-01,08:55:00,10:54:00,45,2026-01-15,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-MAA/AI/2026-03-01,"INR 3,360.70",3360.7,2779.91,245,30.0,139.0,166.79,0.0,3360.7,ECONOMY,Saver
DEL,PNQ,6E,IndiGo,6E523,2026-03-01,10:40:00,12:22:00,1,2026-02-28,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PNQ/6E/2026-03-01,"INR 6,679.55",6679.55,5765.36,250,30.0,288.27,345.92,0.0,6679.55,ECONOMY,Saver
DEL,PNQ,6E,IndiGo,6E240,2026-03-01,05:45:00,07:35:00,7,2026-02-22,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PNQ/6E/2026-03-01,"INR 6,322.13",6322.13,5443.36,250,30.0,272.17,326.6,0.0,6322.13,ECONOMY,Saver
DEL,PNQ,6E,IndiGo,6E999,2026-03-01,13:40:00,16:33:00,15,2026-02-14,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PNQ/6E/2026-03-01,"INR 5,309.94",5309.94,4531.48,250,30.0,226.57,271.89,0.0,5309.94,ECONOMY,Saver
DEL,PNQ,6E,IndiGo,6E394,2026-03-01,10:20:00,13:12:00,30,2026-01-30,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PNQ/6E/2026-03-01,"INR 4,557.21",4557.21,3853.34,250,30.0,192.67,231.2,0.0,4557.21,ECONOMY,Saver
DEL,PNQ,6E,IndiGo,6E887,2026-03-01,06:55:00,09:38:00,45,2026-01-15,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PNQ/6E/2026-03-01,"INR 3,981.77",3981.77,3334.92,250,30.0,166.75,200.1,0.0,3981.77,ECONOMY,Saver
DEL,PNQ,AI,AirIndia,AI856,2026-03-01,18:00:00,19:52:00,1,2026-02-28,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PNQ/AI/2026-03-01,"INR 8,197.32",8197.32,7132.72,250,30.0,356.64,427.96,0.0,8197.32,ECONOMY,Saver
DEL,PNQ,AI,AirIndia,AI957,2026-03-01,07:00:00,09:20:00,7,2026-02-22,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PNQ/AI/2026-03-01,"INR 7,233.71",7233.71,6264.6,250,30.0,313.23,375.88,0.0,7233.71,ECONOMY,Saver
DEL,PNQ,AI,AirIndia,AI290,2026-03-01,18:20:00,19:54:00,15,2026-02-14,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PNQ/AI/2026-03-01,"INR 6,689.51",6689.51,5774.33,250,30.0,288.72,346.46,0.0,6689.51,ECONOMY,Saver
DEL,PNQ,AI,AirIndia,AI681,2026-03-01,16:05:00,18:17:00,30,2026-01-30,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PNQ/AI/2026-03-01,"INR 5,248.57",5248.57,4476.19,250,30.0,223.81,268.57,0.0,5248.57,ECONOMY,Saver
DEL,PNQ,AI,AirIndia,AI756,2026-03-01,14:45:00,17:18:00,45,2026-01-15,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PNQ/AI/2026-03-01,"INR 4,894.48",4894.48,4157.19,250,30.0,207.86,249.43,0.0,4894.48,ECONOMY,Saver
DEL,PAT,6E,IndiGo,6E237,2026-03-01,20:45:00,23:14:00,1,2026-02-28,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PAT/6E/2026-03-01,"INR 6,328.95",6328.95,5449.5,250,30.0,272.48,326.97,0.0,6328.95,ECONOMY,Saver
DEL,PAT,6E,IndiGo,6E928,2026-03-01,06:25:00,08:15:00,7,2026-02-22,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PAT/6E/2026-03-01,"INR 4,954.40",4954.4,4211.17,250,30.0,210.56,252.67,0.0,4954.4,ECONOMY,Saver
DEL,PAT,6E,IndiGo,6E763,2026-03-01,09:10:00,10:41:00,15,2026-02-14,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PAT/6E/2026-03-01,"INR 4,653.98",4653.98,3940.52,250,30.0,197.03,236.43,0.0,4653.98,ECONOMY,Saver
DEL,PAT,6E,IndiGo,6E909,2026-03-01,09:50:00,12:46:00,30,2026-01-30,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PAT/6E/2026-03-01,"INR 4,132.37",4132.37,3470.6,250,30.0,173.53,208.24,0.0,4132.37,ECONOMY,Saver
DEL,PAT,6E,IndiGo,6E279,2026-03-01,16:55:00,19:16:00,45,2026-01-15,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PAT/6E/2026-03-01,"INR 3,705.47",3705.47,3086.01,250,30.0,154.3,185.16,0.0,3705.47,ECONOMY,Saver
DEL,PAT,AI,AirIndia,AI627,2026-03-01,10:05:00,12:26:00,1,2026-02-28,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PAT/AI/2026-03-01,"INR 7,470.65",7470.65,6478.07,250,30.0,323.9,388.68,0.0,7470.65,ECONOMY,Saver
DEL,PAT,AI,AirIndia,AI289,2026-03-01,07:40:00,09:51:00,7,2026-02-22,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PAT/AI/2026-03-01,"INR 6,258.47",6258.47,5386.01,250,30.0,269.3,323.16,0.0,6258.47,ECONOMY,Saver
DEL,PAT,AI,AirIndia,AI106,2026-03-01,09:30:00,11:30:00,15,2026-02-14,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PAT/AI/2026-03-01,"INR 5,694.56",5694.56,4877.98,250,30.0,243.9,292.68,0.0,5694.56,ECONOMY,Saver
DEL,PAT,AI,AirIndia,AI373,2026-03-01,10:20:00,13:04:00,30,2026-01-30,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PAT/AI/2026-03-01,"INR 4,696.25",4696.25,3978.6,250,30.0,198.93,238.72,0.0,4696.25,ECONOMY,Saver
DEL,PAT,AI,AirIndia,AI111,2026-03-01,09:55:00,12:11:00,45,2026-01-15,SYNTHETIC,fixture_synthetic,fixture://synthetic/DEL-PAT/AI/2026-03-01,"INR 4,368.84",4368.84,3683.64,250,30.0,184.18,221.02,0.0,4368.84,ECONOMY,Saver
BOM,COK,6E,IndiGo,6E163,2026-03-01,17:05:00,19:34:00,1,2026-02-28,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-COK/6E/2026-03-01,"INR 5,681.51",5681.51,4870.73,245,30.0,243.54,292.24,0.0,5681.51,ECONOMY,Saver
BOM,COK,6E,IndiGo,6E515,2026-03-01,17:45:00,20:45:00,7,2026-02-22,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-COK/6E/2026-03-01,"INR 4,604.64",4604.64,3900.58,245,30.0,195.03,234.03,0.0,4604.64,ECONOMY,Saver
BOM,COK,6E,IndiGo,6E806,2026-03-01,06:55:00,09:02:00,15,2026-02-14,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-COK/6E/2026-03-01,"INR 4,327.74",4327.74,3651.11,245,30.0,182.56,219.07,0.0,4327.74,ECONOMY,Saver
BOM,COK,6E,IndiGo,6E326,2026-03-01,08:10:00,10:41:00,30,2026-01-30,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-COK/6E/2026-03-01,"INR 3,621.35",3621.35,3014.73,245,30.0,150.74,180.88,0.0,3621.35,ECONOMY,Saver
BOM,COK,6E,IndiGo,6E865,2026-03-01,16:25:00,18:48:00,45,2026-01-15,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-COK/6E/2026-03-01,"INR 3,137.15",3137.15,2578.51,245,30.0,128.93,154.71,0.0,3137.15,ECONOMY,Saver
BOM,COK,AI,AirIndia,AI582,2026-03-01,19:45:00,22:40:00,1,2026-02-28,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-COK/AI/2026-03-01,"INR 6,772.05",6772.05,5853.2,245,30.0,292.66,351.19,0.0,6772.05,ECONOMY,Saver
BOM,COK,AI,AirIndia,AI880,2026-03-01,08:55:00,11:41:00,7,2026-02-22,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-COK/AI/2026-03-01,"INR 5,915.61",5915.61,5081.63,245,30.0,254.08,304.9,0.0,5915.61,ECONOMY,Saver
BOM,COK,AI,AirIndia,AI183,2026-03-01,14:40:00,17:17:00,15,2026-02-14,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-COK/AI/2026-03-01,"INR 5,215.34",5215.34,4450.75,245,30.0,222.54,267.05,0.0,5215.34,ECONOMY,Saver
BOM,COK,AI,AirIndia,AI179,2026-03-01,16:05:00,17:42:00,30,2026-01-30,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-COK/AI/2026-03-01,"INR 4,511.32",4511.32,3816.5,245,30.0,190.83,228.99,0.0,4511.32,ECONOMY,Saver
BOM,COK,AI,AirIndia,AI617,2026-03-01,08:50:00,11:28:00,45,2026-01-15,SYNTHETIC,fixture_synthetic,fixture://synthetic/BOM-COK/AI/2026-03-01,"INR 4,102.65",4102.65,3448.33,245,30.0,172.42,206.9,0.0,4102.65,ECONOMY,Saver
