origin,destination,airline_code,airline_name,flight_number,travel_date,departure_time,arrival_time,booking_window_days,collection_date,collection_mode,source_name,source_url,raw_displayed_price_text,raw_total_fare,base_fare,udf_fee,asf_fee,gst_tax,yq_surcharge,convenience_fee,comparable_fare,cabin_class,fare_family
DEL,BOM,AI,AirIndia,AI487,2026-01-15,06:45:00,08:52:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/AI/2026-01-15,"INR 8,404.14",8404.14,7319.05,250,30.0,365.95,439.14,0.0,8404.14,ECONOMY,Saver
DEL,BOM,AI,AirIndia,AI733,2026-01-18,20:25:00,23:08:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/AI/2026-01-18,"INR 7,052.64",7052.64,6101.48,250,30.0,305.07,366.09,0.0,7052.64,ECONOMY,Saver
DEL,BOM,AI,AirIndia,AI171,2026-01-21,05:55:00,07:54:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/AI/2026-01-21,"INR 5,598.96",5598.96,4791.86,250,30.0,239.59,287.51,0.0,5598.96,ECONOMY,Saver
DEL,BOM,AI,AirIndia,AI181,2026-01-24,20:15:00,21:57:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/AI/2026-01-24,"INR 5,418.17",5418.17,4628.98,250,30.0,231.45,277.74,0.0,5418.17,ECONOMY,Saver
DEL,BOM,AI,AirIndia,AI564,2026-01-27,17:25:00,19:15:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/AI/2026-01-27,"INR 4,559.94",4559.94,3855.8,250,30.0,192.79,231.35,0.0,4559.94,ECONOMY,Saver
DEL,BOM,AI,AirIndia,AI314,2026-01-30,17:20:00,20:19:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/AI/2026-01-30,"INR 7,675.56",7675.56,6662.67,250,30.0,333.13,399.76,0.0,7675.56,ECONOMY,Saver
DEL,BOM,AI,AirIndia,AI763,2026-02-02,06:50:00,09:41:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/AI/2026-02-02,"INR 7,163.05",7163.05,6200.94,250,30.0,310.05,372.06,0.0,7163.05,ECONOMY,Saver
DEL,BOM,AI,AirIndia,AI846,2026-02-05,08:10:00,10:39:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/AI/2026-02-05,"INR 5,580.04",5580.04,4774.81,250,30.0,238.74,286.49,0.0,5580.04,ECONOMY,Saver
DEL,BOM,AI,AirIndia,AI755,2026-02-08,18:45:00,20:43:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/AI/2026-02-08,"INR 5,108.12",5108.12,4349.66,250,30.0,217.48,260.98,0.0,5108.12,ECONOMY,Saver
DEL,BOM,AI,AirIndia,AI963,2026-02-11,19:00:00,20:59:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/AI/2026-02-11,"INR 4,772.53",4772.53,4047.32,250,30.0,202.37,242.84,0.0,4772.53,ECONOMY,Saver
DEL,BOM,IX,AirIndiaExpress,IX924,2026-01-15,10:30:00,12:34:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/IX/2026-01-15,"INR 6,566.86",6566.86,5663.84,250,30.0,283.19,339.83,0.0,6566.86,ECONOMY,Saver
DEL,BOM,IX,AirIndiaExpress,IX680,2026-01-18,18:25:00,20:22:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/IX/2026-01-18,"INR 5,019.71",5019.71,4270.01,250,30.0,213.5,256.2,0.0,5019.71,ECONOMY,Saver
DEL,BOM,IX,AirIndiaExpress,IX505,2026-01-21,17:40:00,19:28:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/IX/2026-01-21,"INR 4,819.04",4819.04,4089.23,250,30.0,204.46,245.35,0.0,4819.04,ECONOMY,Saver
DEL,BOM,IX,AirIndiaExpress,IX352,2026-01-24,18:45:00,21:23:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/IX/2026-01-24,"INR 4,030.82",4030.82,3379.11,250,30.0,168.96,202.75,0.0,4030.82,ECONOMY,Saver
DEL,BOM,IX,AirIndiaExpress,IX698,2026-01-27,11:50:00,14:11:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/IX/2026-01-27,"INR 3,603.40",3603.4,2994.06,250,30.0,149.7,179.64,0.0,3603.4,ECONOMY,Saver
DEL,BOM,IX,AirIndiaExpress,IX241,2026-01-30,14:40:00,16:21:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/IX/2026-01-30,"INR 6,126.99",6126.99,5267.56,250,30.0,263.38,316.05,0.0,6126.99,ECONOMY,Saver
DEL,BOM,IX,AirIndiaExpress,IX981,2026-02-02,06:10:00,09:00:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/IX/2026-02-02,"INR 5,581.68",5581.68,4776.29,250,30.0,238.81,286.58,0.0,5581.68,ECONOMY,Saver
DEL,BOM,IX,AirIndiaExpress,IX796,2026-02-05,11:50:00,13:28:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/IX/2026-02-05,"INR 4,467.96",4467.96,3772.93,250,30.0,188.65,226.38,0.0,4467.96,ECONOMY,Saver
DEL,BOM,IX,AirIndiaExpress,IX710,2026-02-08,13:45:00,15:47:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/IX/2026-02-08,"INR 4,105.57",4105.57,3446.46,250,30.0,172.32,206.79,0.0,4105.57,ECONOMY,Saver
DEL,BOM,IX,AirIndiaExpress,IX981,2026-02-11,05:55:00,07:39:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/IX/2026-02-11,"INR 3,994.92",3994.92,3346.77,250,30.0,167.34,200.81,0.0,3994.92,ECONOMY,Saver
DEL,BOM,QP,Akasa,QP649,2026-01-15,19:20:00,22:12:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/QP/2026-01-15,"INR 6,627.15",6627.15,5718.15,250,30.0,285.91,343.09,0.0,6627.15,ECONOMY,Saver
DEL,BOM,QP,Akasa,QP400,2026-01-18,11:10:00,13:38:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/QP/2026-01-18,"INR 5,399.72",5399.72,4612.36,250,30.0,230.62,276.74,0.0,5399.72,ECONOMY,Saver
DEL,BOM,QP,Akasa,QP839,2026-01-21,18:20:00,20:54:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/QP/2026-01-21,"INR 4,485.63",4485.63,3788.86,250,30.0,189.44,227.33,0.0,4485.63,ECONOMY,Saver
DEL,BOM,QP,Akasa,QP619,2026-01-24,06:55:00,09:03:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/QP/2026-01-24,"INR 4,469.03",4469.03,3773.9,250,30.0,188.7,226.43,0.0,4469.03,ECONOMY,Saver
DEL,BOM,QP,Akasa,QP619,2026-01-27,16:15:00,18:04:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/QP/2026-01-27,"INR 4,038.45",4038.45,3385.99,250,30.0,169.3,203.16,0.0,4038.45,ECONOMY,Saver
DEL,BOM,QP,Akasa,QP265,2026-01-30,14:45:00,16:15:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/QP/2026-01-30,"INR 6,323.40",6323.4,5444.5,250,30.0,272.23,326.67,0.0,6323.4,ECONOMY,Saver
DEL,BOM,QP,Akasa,QP600,2026-02-02,05:05:00,07:21:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/QP/2026-02-02,"INR 5,617.26",5617.26,4808.34,250,30.0,240.42,288.5,0.0,5617.26,ECONOMY,Saver
DEL,BOM,QP,Akasa,QP951,2026-02-05,19:20:00,21:20:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/QP/2026-02-05,"INR 5,125.60",5125.6,4365.41,250,30.0,218.27,261.92,0.0,5125.6,ECONOMY,Saver
DEL,BOM,QP,Akasa,QP999,2026-02-08,16:05:00,17:45:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/QP/2026-02-08,"INR 4,016.12",4016.12,3365.88,250,30.0,168.29,201.95,0.0,4016.12,ECONOMY,Saver
DEL,BOM,QP,Akasa,QP935,2026-02-11,06:45:00,08:31:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/QP/2026-02-11,"INR 3,975.87",3975.87,3329.61,250,30.0,166.48,199.78,0.0,3975.87,ECONOMY,Saver
DEL,BOM,SG,SpiceJet,SG586,2026-01-15,14:10:00,16:13:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/SG/2026-01-15,"INR 5,607.55",5607.55,4799.59,250,30.0,239.98,287.98,0.0,5607.55,ECONOMY,Saver
DEL,BOM,SG,SpiceJet,SG721,2026-01-18,11:15:00,13:54:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/SG/2026-01-18,"INR 5,126.53",5126.53,4366.25,250,30.0,218.31,261.97,0.0,5126.53,ECONOMY,Saver
DEL,BOM,SG,SpiceJet,SG806,2026-01-21,08:20:00,10:41:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/SG/2026-01-21,"INR 4,647.16",4647.16,3934.38,250,30.0,196.72,236.06,0.0,4647.16,ECONOMY,Saver
DEL,BOM,SG,SpiceJet,SG765,2026-01-24,10:40:00,13:16:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/SG/2026-01-24,"INR 4,264.83",4264.83,3589.93,250,30.0,179.5,215.4,0.0,4264.83,ECONOMY,Saver
DEL,BOM,SG,SpiceJet,SG353,2026-01-27,08:05:00,10:18:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/SG/2026-01-27,"INR 3,527.32",3527.32,2925.51,250,30.0,146.28,175.53,0.0,3527.32,ECONOMY,Saver
DEL,BOM,SG,SpiceJet,SG667,2026-01-30,08:50:00,10:48:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/SG/2026-01-30,"INR 5,510.25",5510.25,4711.93,250,30.0,235.6,282.72,0.0,5510.25,ECONOMY,Saver
DEL,BOM,SG,SpiceJet,SG824,2026-02-02,17:00:00,18:59:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/SG/2026-02-02,"INR 4,724.70",4724.7,4004.24,250,30.0,200.21,240.25,0.0,4724.7,ECONOMY,Saver
DEL,BOM,SG,SpiceJet,SG132,2026-02-05,20:25:00,22:04:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/SG/2026-02-05,"INR 4,185.38",4185.38,3518.36,250,30.0,175.92,211.1,0.0,4185.38,ECONOMY,Saver
DEL,BOM,SG,SpiceJet,SG385,2026-02-08,17:40:00,19:37:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/SG/2026-02-08,"INR 3,980.67",3980.67,3333.93,250,30.0,166.7,200.04,0.0,3980.67,ECONOMY,Saver
DEL,BOM,SG,SpiceJet,SG840,2026-02-11,16:50:00,19:20:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/DEL-BOM/SG/2026-02-11,"INR 3,573.27",3573.27,2966.91,250,30.0,148.35,178.01,0.0,3573.27,ECONOMY,Saver
DEL,BLR,6E,IndiGo,6E584,2026-01-15,19:30:00,21:24:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/6E/2026-01-15,"INR 7,177.03",7177.03,6213.54,250,30.0,310.68,372.81,0.0,7177.03,ECONOMY,Saver
DEL,BLR,6E,IndiGo,6E774,2026-01-18,11:25:00,13:49:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/6E/2026-01-18,"INR 6,009.50",6009.5,5161.71,250,30.0,258.09,309.7,0.0,6009.5,ECONOMY,Saver
DEL,BLR,6E,IndiGo,6E984,2026-01-21,18:00:00,20:56:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/6E/2026-01-21,"INR 5,532.22",5532.22,4731.73,250,30.0,236.59,283.9,0.0,5532.22,ECONOMY,Saver
DEL,BLR,6E,IndiGo,6E761,2026-01-24,06:00:00,08:21:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/6E/2026-01-24,"INR 5,083.76",5083.76,4327.71,250,30.0,216.39,259.66,0.0,5083.76,ECONOMY,Saver
DEL,BLR,6E,IndiGo,6E919,2026-01-27,20:05:00,22:06:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/6E/2026-01-27,"INR 4,587.59",4587.59,3880.71,250,30.0,194.04,232.84,0.0,4587.59,ECONOMY,Saver
DEL,BLR,6E,IndiGo,6E649,2026-01-30,13:10:00,15:34:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/6E/2026-01-30,"INR 7,117.86",7117.86,6160.24,250,30.0,308.01,369.61,0.0,7117.86,ECONOMY,Saver
DEL,BLR,6E,IndiGo,6E573,2026-02-02,08:05:00,10:31:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/6E/2026-02-02,"INR 6,096.91",6096.91,5240.46,250,30.0,262.02,314.43,0.0,6096.91,ECONOMY,Saver
DEL,BLR,6E,IndiGo,6E976,2026-02-05,14:05:00,15:41:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/6E/2026-02-05,"INR 5,870.58",5870.58,5036.56,250,30.0,251.83,302.19,0.0,5870.58,ECONOMY,Saver
DEL,BLR,6E,IndiGo,6E653,2026-02-08,20:00:00,21:41:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/6E/2026-02-08,"INR 5,082.78",5082.78,4326.83,250,30.0,216.34,259.61,0.0,5082.78,ECONOMY,Saver
DEL,BLR,6E,IndiGo,6E969,2026-02-11,08:10:00,10:32:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/6E/2026-02-11,"INR 4,719.34",4719.34,3999.41,250,30.0,199.97,239.96,0.0,4719.34,ECONOMY,Saver
DEL,BLR,AI,AirIndia,AI318,2026-01-15,20:30:00,22:07:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/AI/2026-01-15,"INR 8,891.54",8891.54,7758.14,250,30.0,387.91,465.49,0.0,8891.54,ECONOMY,Saver
DEL,BLR,AI,AirIndia,AI102,2026-01-18,11:20:00,13:48:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/AI/2026-01-18,"INR 7,238.11",7238.11,6268.57,250,30.0,313.43,376.11,0.0,7238.11,ECONOMY,Saver
DEL,BLR,AI,AirIndia,AI813,2026-01-21,18:45:00,21:39:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/AI/2026-01-21,"INR 6,453.92",6453.92,5562.09,250,30.0,278.1,333.73,0.0,6453.92,ECONOMY,Saver
DEL,BLR,AI,AirIndia,AI258,2026-01-24,08:20:00,10:17:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/AI/2026-01-24,"INR 6,102.99",6102.99,5245.93,250,30.0,262.3,314.76,0.0,6102.99,ECONOMY,Saver
DEL,BLR,AI,AirIndia,AI693,2026-01-27,18:45:00,20:22:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/AI/2026-01-27,"INR 5,641.00",5641.0,4829.73,250,30.0,241.49,289.78,0.0,5641.0,ECONOMY,Saver
DEL,BLR,AI,AirIndia,AI158,2026-01-30,05:50:00,08:21:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/AI/2026-01-30,"INR 9,253.82",9253.82,8084.52,250,30.0,404.23,485.07,0.0,9253.82,ECONOMY,Saver
DEL,BLR,AI,AirIndia,AI973,2026-02-02,14:10:00,15:47:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/AI/2026-02-02,"INR 7,635.99",7635.99,6627.02,250,30.0,331.35,397.62,0.0,7635.99,ECONOMY,Saver
DEL,BLR,AI,AirIndia,AI182,2026-02-05,20:10:00,21:48:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/AI/2026-02-05,"INR 7,144.96",7144.96,6184.65,250,30.0,309.23,371.08,0.0,7144.96,ECONOMY,Saver
DEL,BLR,AI,AirIndia,AI791,2026-02-08,20:15:00,22:36:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/AI/2026-02-08,"INR 5,991.91",5991.91,5145.87,250,30.0,257.29,308.75,0.0,5991.91,ECONOMY,Saver
DEL,BLR,AI,AirIndia,AI683,2026-02-11,08:50:00,11:36:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/AI/2026-02-11,"INR 4,963.71",4963.71,4219.56,250,30.0,210.98,253.17,0.0,4963.71,ECONOMY,Saver
DEL,BLR,IX,AirIndiaExpress,IX183,2026-01-15,11:55:00,14:39:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/IX/2026-01-15,"INR 6,609.95",6609.95,5702.66,250,30.0,285.13,342.16,0.0,6609.95,ECONOMY,Saver
DEL,BLR,IX,AirIndiaExpress,IX423,2026-01-18,09:15:00,12:10:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/IX/2026-01-18,"INR 6,161.59",6161.59,5298.73,250,30.0,264.94,317.92,0.0,6161.59,ECONOMY,Saver
DEL,BLR,IX,AirIndiaExpress,IX344,2026-01-21,09:30:00,11:16:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/IX/2026-01-21,"INR 5,516.68",5516.68,4717.73,250,30.0,235.89,283.06,0.0,5516.68,ECONOMY,Saver
DEL,BLR,IX,AirIndiaExpress,IX407,2026-01-24,13:25:00,15:04:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/IX/2026-01-24,"INR 4,856.56",4856.56,4123.03,250,30.0,206.15,247.38,0.0,4856.56,ECONOMY,Saver
DEL,BLR,IX,AirIndiaExpress,IX736,2026-01-27,16:05:00,17:44:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/IX/2026-01-27,"INR 3,918.09",3918.09,3277.56,250,30.0,163.88,196.65,0.0,3918.09,ECONOMY,Saver
DEL,BLR,IX,AirIndiaExpress,IX618,2026-01-30,09:10:00,11:24:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/IX/2026-01-30,"INR 7,154.30",7154.3,6193.07,250,30.0,309.65,371.58,0.0,7154.3,ECONOMY,Saver
DEL,BLR,IX,AirIndiaExpress,IX350,2026-02-02,10:20:00,12:10:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/IX/2026-02-02,"INR 6,455.55",6455.55,5563.56,250,30.0,278.18,333.81,0.0,6455.55,ECONOMY,Saver
DEL,BLR,IX,AirIndiaExpress,IX656,2026-02-05,18:20:00,21:08:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/IX/2026-02-05,"INR 5,291.54",5291.54,4514.9,250,30.0,225.75,270.89,0.0,5291.54,ECONOMY,Saver
DEL,BLR,IX,AirIndiaExpress,IX926,2026-02-08,17:45:00,19:16:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/IX/2026-02-08,"INR 5,079.04",5079.04,4323.46,250,30.0,216.17,259.41,0.0,5079.04,ECONOMY,Saver
DEL,BLR,IX,AirIndiaExpress,IX667,2026-02-11,09:55:00,11:38:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/IX/2026-02-11,"INR 4,334.09",4334.09,3652.33,250,30.0,182.62,219.14,0.0,4334.09,ECONOMY,Saver
DEL,BLR,QP,Akasa,QP237,2026-01-15,09:05:00,10:48:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/QP/2026-01-15,"INR 7,823.98",7823.98,6796.38,250,30.0,339.82,407.78,0.0,7823.98,ECONOMY,Saver
DEL,BLR,QP,Akasa,QP259,2026-01-18,09:20:00,12:07:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/QP/2026-01-18,"INR 6,517.56",6517.56,5619.42,250,30.0,280.97,337.17,0.0,6517.56,ECONOMY,Saver
DEL,BLR,QP,Akasa,QP451,2026-01-21,08:55:00,11:46:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/QP/2026-01-21,"INR 5,259.69",5259.69,4486.21,250,30.0,224.31,269.17,0.0,5259.69,ECONOMY,Saver
DEL,BLR,QP,Akasa,QP617,2026-01-24,13:20:00,14:56:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/QP/2026-01-24,"INR 5,134.32",5134.32,4373.26,250,30.0,218.66,262.4,0.0,5134.32,ECONOMY,Saver
DEL,BLR,QP,Akasa,QP533,2026-01-27,20:20:00,21:55:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/QP/2026-01-27,"INR 4,087.06",4087.06,3429.78,250,30.0,171.49,205.79,0.0,4087.06,ECONOMY,Saver
DEL,BLR,QP,Akasa,QP889,2026-01-30,07:55:00,09:58:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/QP/2026-01-30,"INR 6,769.03",6769.03,5845.97,250,30.0,292.3,350.76,0.0,6769.03,ECONOMY,Saver
DEL,BLR,QP,Akasa,QP552,2026-02-02,14:30:00,17:11:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/QP/2026-02-02,"INR 5,959.52",5959.52,5116.69,250,30.0,255.83,307.0,0.0,5959.52,ECONOMY,Saver
DEL,BLR,QP,Akasa,QP177,2026-02-05,18:10:00,20:49:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/QP/2026-02-05,"INR 5,091.81",5091.81,4334.96,250,30.0,216.75,260.1,0.0,5091.81,ECONOMY,Saver
DEL,BLR,QP,Akasa,QP478,2026-02-08,16:45:00,18:33:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/QP/2026-02-08,"INR 4,533.76",4533.76,3832.22,250,30.0,191.61,229.93,0.0,4533.76,ECONOMY,Saver
DEL,BLR,QP,Akasa,QP142,2026-02-11,09:25:00,11:00:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/QP/2026-02-11,"INR 4,306.97",4306.97,3627.9,250,30.0,181.4,217.67,0.0,4306.97,ECONOMY,Saver
DEL,BLR,SG,SpiceJet,SG315,2026-01-15,17:15:00,20:10:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/SG/2026-01-15,"INR 7,166.70",7166.7,6204.24,250,30.0,310.21,372.25,0.0,7166.7,ECONOMY,Saver
DEL,BLR,SG,SpiceJet,SG898,2026-01-18,14:30:00,17:19:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/SG/2026-01-18,"INR 5,444.02",5444.02,4652.27,250,30.0,232.61,279.14,0.0,5444.02,ECONOMY,Saver
DEL,BLR,SG,SpiceJet,SG342,2026-01-21,20:10:00,22:02:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/SG/2026-01-21,"INR 5,266.61",5266.61,4492.44,250,30.0,224.62,269.55,0.0,5266.61,ECONOMY,Saver
DEL,BLR,SG,SpiceJet,SG125,2026-01-24,07:25:00,09:47:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/SG/2026-01-24,"INR 4,757.30",4757.3,4033.6,250,30.0,201.68,242.02,0.0,4757.3,ECONOMY,Saver
DEL,BLR,SG,SpiceJet,SG984,2026-01-27,18:15:00,20:19:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/SG/2026-01-27,"INR 4,201.13",4201.13,3532.55,250,30.0,176.63,211.95,0.0,4201.13,ECONOMY,Saver
